Rk,Player,WAR/pos,G,Year,Age,Tm,Lg,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
831,Rafael Dolis\dolisra01,0,34,2012,24,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
832,Josh Edgin\edginjo01,0,34,2012,25,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
833,Steve Edlefsen\edlefst01,0,14,2012,27,SFG,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
834,C.J. Fick\fickch01,0,20,2012,26,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
835,Sam Freeman\freemsa01,0,21,2012,25,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
836,Christian Garcia\garcich02,0,13,2012,26,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
837,Cory Gearrin\gearrco01,0,22,2012,26,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
838,Will Harris\harriwi10,0,20,2012,27,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
839,Jeremy Hefner\hefneje01,0,25,2012,26,NYM,NL,26,20,1,2,0,0,1,1,0,0,11,0,6,0,0,0,0,0.1,0.1,0.25,0.35,*1
840,Jim Henderson\hendeji01,0,36,2012,29,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
841,J.J. Hoover\hoovejj01,0,26,2012,24,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
842,Jeremy Horst\horstje01,0,32,2012,26,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
843,Jared Hughes\hugheja02,0,62,2012,26,PIT,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
844,Dan Jennings\jennida01,0,22,2012,25,MIA,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
845,Joe Kelly\kellyjo05,0,28,2012,24,STL,NL,35,33,3,5,2,0,0,2,0,0,13,0,2,0,0,0,0,0.152,0.152,0.212,0.364,*1/H
846,Dallas Keuchel\keuchda01,0,16,2012,24,HOU,NL,27,20,1,2,0,0,0,1,1,0,10,0,5,1,0,0,0,0.1,0.136,0.1,0.236,*1/H
847,George Kontos\kontoge01,0,41,2012,27,SFG,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
848,Tommy Layne\layneto01,0,26,2012,27,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
849,Josh Lindblom\lindbjo01,0,71,2012,25,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
850,Scott Maine\mainesc01,0,21,2012,27,TOT,ML,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
851,Kyle McPherson\mcpheky01,0,10,2012,24,PIT,NL,6,5,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.167,0,0.167,*1
852,Miles Mikolas\mikolmi01,0,25,2012,23,SDP,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
853,Dan Otero\oteroda01,0,12,2012,27,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
854,Elvin Ramirez\ramirel02,0,18,2012,24,NYM,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
855,AJ Ramos\ramosaj01,0,11,2012,25,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
856,Paco Rodriguez\rodrist02,0,11,2012,21,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
857,B.J. Rosenberg\rosenbj01,0,20,2012,26,PHI,NL,4,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.333,0.333,0.333,0.667,*1
858,Trevor Rosenthal\rosentr01,0,19,2012,22,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
859,Joe Savery\saverjo01,0,16,2012,26,PHI,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
860,Michael Schwimer\schwimi01,0,31,2012,26,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
861,Mickey Storey\storemi01,0,26,2012,26,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
862,Shawn Tolleson\tollesh01,0,36,2012,24,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
863,Jose Valdez\valdejo01,0,12,2012,29,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
864,Anthony Varvaro\varvaan01,0,10,2012,27,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
865,Nick Vincent\vinceni01,0,27,2012,25,SDP,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
866,Joe Paterson\paterjo01,0,61,2011,25,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
867,Matt Reynolds\reynoma02,0,69,2011,26,COL,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
868,Fernando Rodriguez Jr.\rodrife02,0,46,2011,27,HOU,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
869,Eduardo Sanchez\sanched01,0,25,2011,22,STL,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
870,Michael Schwimer\schwimi01,0,12,2011,25,PHI,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
871,Bryan Shaw\shawbr01,0,31,2011,23,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
872,Henry Sosa\sosahe01,0,10,2011,25,HOU,NL,18,15,3,1,1,0,0,0,2,0,8,0,1,0,0,0,0,0.067,0.176,0.133,0.31,*1
873,Josh Spence\spencjo01,0,39,2011,23,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
874,Josh Stinson\stinsjo01,0,14,2011,23,NYM,NL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
875,Michael Stutes\sttuemi01,0,55,2011,24,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
876,Dale Thayer\thayeda01,0,11,2011,30,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
877,Jose Valdez\valdejo01,0,11,2011,28,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
878,Anthony Varvaro\varvaan01,0,18,2011,26,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
879,Arodys Vizcaino\vizcaar01,0,17,2011,20,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
880,Tony Watson\watsoto01,0,39,2011,26,PIT,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
881,Tim Wood\woodti01,0,10,2011,28,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
882,Fernando Abad\abadfe01,0,28,2011,25,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
883,Pedro Beato\beatope01,0,56,2011,24,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
884,Brian Broderick\brodebr01,0,11,2011,24,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
885,Rex Brothers\brothre01,0,45,2011,23,COL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
886,Drew Carpenter\carpean01,0,12,2011,26,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
887,David Carpenter\carpeda01,0,34,2011,25,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
888,Jose Ceda\cedajo01,0,16,2011,24,FLA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
889,Aroldis Chapman\chapmar01,0,52,2011,23,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
890,Steve Cishek\cishest01,0,43,2011,25,FLA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
891,Josh Collmenter (RoY-5th)\collmjo01,0,29,2011,25,ARI,NL,47,40,2,6,0,0,0,1,2,0,16,1,4,0,0,0,0,0.15,0.209,0.15,0.359,*1
892,Ryan Cook\cookry01,0,12,2011,24,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
893,Michael Crotta\crottmi01,0,15,2011,26,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
894,Frankie De La Cruz\delaceu01,0,11,2011,27,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
895,Enerio Del Rosario\delroen01,0,52,2011,25,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
896,Tim Dillard\dillati01,0,21,2011,27,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
897,Steve Edlefsen\edlefst01,0,13,2011,26,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
898,Scott Elbert\elbersc01,0,44,2011,25,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
899,Nathan Eovaldi\eovalna01,0,10,2011,21,LAD,NL,12,11,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0.091,0.167,0.091,0.258,*1
900,Sergio Escalona\escalse01,0,46,2011,26,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
901,Cory Gearrin\gearrco01,0,18,2011,25,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
902,Erik Hamren\hamreer01,0,14,2011,24,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
903,Chris Hatcher\hatchch02,0,12,2011,26,FLA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/H
904,Jared Hughes\hugheja02,0,12,2011,25,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
905,Kenley Jansen (RoY-7th)\janseke01,0,48,2011,23,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
906,Cole Kimball\kimbaco01,0,11,2011,25,WSN,NL,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0,0.5,*1
907,Craig Kimbrel (RoY-1st)\kimbrcr01,0,75,2011,23,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
908,Sam LeCure\lecursa01,0,40,2011,27,CIN,NL,11,9,0,1,1,0,0,0,1,0,5,0,1,0,0,0,0,0.111,0.2,0.222,0.422,*1
909,Josh Lindblom\lindbjo01,0,27,2011,24,LAD,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
910,Lance Lynn\lynnla01,0,16,2011,24,STL,NL,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0,0.2,*1
911,Marcos Mateo\mateoma01,0,23,2011,27,CHC,NL,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
912,Ryan Mattheus\matthry01,0,31,2011,27,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
913,Daniel Moskos\moskoda01,0,30,2011,25,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
914,Fernando Abad\abadfe01,0,22,2010,24,HOU,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
915,John Axford\axforjo01,0,47,2010,27,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
916,Justin Berg\bergju01,0,41,2010,26,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
917,Zach Braddock\braddza01,0,44,2010,22,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
918,Aroldis Chapman\chapmar01,0,15,2010,22,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
919,Enerio Del Rosario\delroen01,0,11,2010,24,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
920,Sam Demel\demelsa01,0,35,2010,24,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
921,Ernesto Frieri\frierer01,0,33,2010,24,SDP,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
922,David Herndon\herndda01,0,43,2010,24,PHI,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
923,Daniel Hudson\hudsoda01,0,11,2010,23,TOT,ML,31,27,1,4,2,0,0,6,0,0,7,1,3,0,1,0,0,0.148,0.179,0.222,0.401,*1
924,Ryota Igarashi\igarary01,0,32,2010,31,NYM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
925,Steven Jackson\jacksst01,0,10,2010,28,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
926,Jeremy Jeffress\jeffrje01,0,10,2010,22,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
927,Craig Kimbrel\kimbrcr01,0,21,2010,22,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
928,Sam LeCure\lecursa01,0,14,2010,26,CIN,NL,12,11,2,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0.091,0.091,0.182,0.273,*1
929,Chris Leroux\lerouch01,0,23,2010,26,TOT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
930,Wilton Lopez\lopezwi01,0,64,2010,26,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
931,Scott Maine\mainesc01,0,13,2010,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
932,Cristhian Martinez\marticr01,0,18,2010,28,ATL,NL,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
933,Marcos Mateo\mateoma01,0,21,2010,26,CHC,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
934,Mark Melancon\melanma01,0,20,2010,25,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
935,Jordan Norberto\norbejo01,0,33,2010,23,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
936,Cesar Ramos\ramosce01,0,13,2010,26,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
937,Matt Reynolds\reynoma02,0,21,2010,25,COL,NL,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
938,Esmil Rogers\rogeres01,0,31,2010,24,COL,NL,21,18,2,3,2,0,0,1,0,0,7,0,3,0,0,0,0,0.167,0.167,0.278,0.444,*1/H
939,Carlos Rosa\rosaca01,0,22,2010,25,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
940,Dan Runzler\runzlda01,0,40,2010,25,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
941,Fernando Salas\salasfe01,0,26,2010,25,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
942,Travis Schlichting\schlitr01,0,13,2010,25,LAD,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
943,Jordan Smith\smithjo06,0,35,2010,24,CIN,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
944,Jeff Stevens\steveje01,0,16,2010,26,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
945,Justin Thomas\thomaju01,0,10,2010,26,PIT,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
946,Jonathan Van Every\vanevjo01,0,21,2010,30,BOS,AL,21,19,6,4,1,0,1,1,2,0,9,0,0,0,0,0,0,0.211,0.286,0.421,0.707,*8/H971
947,Jonny Venters (RoY-8th)\ventejo01,0,77,2010,25,ATL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
948,Ryan Webb\webbry01,0,51,2010,24,SDP,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
949,Tim Wood\woodti01,0,24,2010,27,FLA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
950,David Patton\pattoda01,0,19,2009,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
951,Chris Perez\perezch01,0,28,2009,23,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
952,Ramon Ramirez\ramirra03,0,11,2009,26,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
953,Sergio Romo\romose01,0,44,2009,26,SFG,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
954,Dan Runzler\runzlda01,0,11,2009,24,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
955,Adam Russell\russead01,0,15,2009,26,SDP,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
956,Brian Sanches\sanchbr01,0,43,2009,30,FLA,NL,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
957,Daniel Schlereth\schleda01,0,21,2009,23,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
958,Chris Smith\smithch08,0,34,2009,28,MIL,NL,3,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.333,0,0.333,*1
959,Mitch Stetter\stettmi01,0,67,2009,28,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
960,Jeff Stevens\steveje01,0,11,2009,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
961,Ken Takahashi\takahke01,0,26,2009,40,NYM,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
962,Joe Thatcher\thatcjo01,0,49,2009,27,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
963,Merkin Valdez\valdeme01,0,46,2009,27,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
964,Esmerling Vasquez\vasques01,0,50,2009,25,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
965,Donnie Veal\vealdo01,0,19,2009,24,PIT,NL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
966,Ryan Webb\webbry01,0,28,2009,23,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
967,Clay Zavada\zavadcl01,0,45,2009,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
968,Alberto Arias\ariasal02,0,40,2009,25,HOU,NL,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0,0.5,*1
969,Jose Ascanio\ascanjo01,0,14,2009,24,TOT,NL,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
970,Yorman Bazardo\bazaryo01,0,10,2009,24,HOU,NL,10,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
971,Justin Berg\bergju01,0,11,2009,25,CHC,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
972,Greg Burke\burkegr01,0,44,2009,26,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
973,Esmailin Caridad\carides01,0,14,2009,25,CHC,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
974,Jesse Chavez\chaveje01,0,71,2009,25,PIT,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
975,Matt Daley\daleyma01,0,55,2009,27,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
976,Mark DiFelice\difelma01,0,54,2009,32,MIL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
977,Mike Ekstrom\ekstrmi01,0,12,2009,25,SDP,NL,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
978,Sergio Escalona\escalse01,0,13,2009,24,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
979,Carlos Fisher\fisheca01,0,35,2009,26,CIN,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
980,Sammy Gervacio\gervasa01,0,29,2009,24,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
981,Luke Gregerson\gregelu01,0,72,2009,25,SDP,NL,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
982,J.C. Gutierrez\gutieju01,0,62,2009,25,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
983,Blake Hawksworth\hawksbl01,0,28,2009,26,STL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
984,Danny Herrera\herreda01,0,67,2009,24,CIN,NL,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.333,0,0.333,*1
985,Mike Hinckley\hinckmi01,0,14,2009,26,WSN,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
986,Steven Jackson\jacksst01,0,39,2009,27,PIT,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
987,Waldis Joaquin\joaquwa01,0,10,2009,22,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
988,Josh Kinney\kinnejo01,0,17,2009,30,STL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
989,Brent Leach\leachbr01,0,34,2009,26,LAD,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
990,Cristhian Martinez\marticr01,0,14,2009,27,FLA,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
991,Evan Meek\meekev01,0,39,2009,26,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
992,Dan Meyer\meyerda02,0,69,2009,27,FLA,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
993,Edwin Moreno\morened01,0,17,2009,28,SDP,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
994,Jason Motte\motteja01,0,66,2009,27,STL,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
995,Bud Norris\norribu01,0,11,2009,24,HOU,NL,18,16,1,3,0,0,0,0,0,0,4,1,1,0,0,0,0,0.188,0.235,0.188,0.423,*1
996,Josh Banks\banksjo01,0,18,2008,25,SDP,NL,27,23,3,3,0,0,0,0,2,0,6,0,2,0,0,0,0,0.13,0.2,0.13,0.33,*1/H
997,Blaine Boyer\boyerbl01,0,72,2008,26,ATL,NL,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
998,Billy Buckner\bucknbi02,0,10,2008,24,ARI,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
999,Jared Burton\burtoja01,0,50,2008,27,CIN,NL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
1000,Jesse Chavez\chaveje01,0,15,2008,24,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1001,Mark DiFelice\difelma01,0,14,2008,31,MIL,NL,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,*1
1002,Scott Elbert\elbersc01,0,10,2008,22,LAD,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
1003,Geno Espineli\espinge01,0,15,2008,25,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1004,Craig Hansen\hansecr01,0,20,2008,24,TOT,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1005,Kevin Hart\hartke01,0,21,2008,25,CHC,NL,5,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
1006,Dirk Hayhurst\hayhudi01,0,10,2008,27,SDP,NL,4,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.25,0,0.25,*1
1007,Mike Hinckley\hinckmi01,0,14,2008,25,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1008,Alex Hinshaw\hinshal01,0,44,2008,25,SFG,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1009,Kelvin Jimenez\jimenke01,0,15,2008,27,STL,NL,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
1010,Charlie Manning\mannich01,0,56,2008,29,WSN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1011,Osiris Matos\matosos01,0,20,2008,23,SFG,NL,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
1012,Pat Misch\mischpa01,0,15,2008,26,SFG,NL,14,9,0,1,0,0,0,1,1,0,2,0,4,0,0,0,0,0.111,0.2,0.111,0.311,*1
